suspect_id,first_name,last_name,gender,age,national_id,known_addresses,criminal_record_summary,biometric_data,behavior_patterns
SUSP-03110,John,Brown,Female,28,NID004109,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 67.42, ""nose_width"": 40.22}, ""fingerprint_hash"": ""fp_823708""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03111,Jane,Lee,Male,36,NID004110,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 63.93, ""nose_width"": 34.19}, ""fingerprint_hash"": ""fp_479230""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03112,Alex,Smith,Male,40,NID004111,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 58.65, ""nose_width"": 30.3}, ""fingerprint_hash"": ""fp_379751""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03113,Alex,Doe,Male,51,NID004112,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 56.76, ""nose_width"": 31.53}, ""fingerprint_hash"": ""fp_577846""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03114,John,Garcia,Male,57,NID004113,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 55.61, ""nose_width"": 31.83}, ""fingerprint_hash"": ""fp_646069""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03115,Pat,Smith,Male,30,NID004114,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 55.54, ""nose_width"": 38.8}, ""fingerprint_hash"": ""fp_970431""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03116,Chris,Lee,Female,56,NID004115,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 61.68, ""nose_width"": 39.32}, ""fingerprint_hash"": ""fp_475525""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03117,Alex,Doe,Female,45,NID004116,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 58.49, ""nose_width"": 41.81}, ""fingerprint_hash"": ""fp_331733""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03118,John,Doe,Male,57,NID004117,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 68.94, ""nose_width"": 44.4}, ""fingerprint_hash"": ""fp_333674""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03119,Chris,Smith,Female,33,NID004118,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 62.11, ""nose_width"": 39.57}, ""fingerprint_hash"": ""fp_719426""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03120,Pat,Doe,Male,45,NID004119,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 58.72, ""nose_width"": 44.54}, ""fingerprint_hash"": ""fp_522993""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03121,Alex,Lee,Male,21,NID004120,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 62.93, ""nose_width"": 40.5}, ""fingerprint_hash"": ""fp_720519""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03122,John,Smith,Female,45,NID004121,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.32, ""nose_width"": 39.61}, ""fingerprint_hash"": ""fp_375566""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03123,John,Garcia,Female,29,NID004122,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 66.11, ""nose_width"": 40.67}, ""fingerprint_hash"": ""fp_265474""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03124,John,Smith,Female,33,NID004123,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 62.31, ""nose_width"": 32.02}, ""fingerprint_hash"": ""fp_923615""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03125,Alex,Smith,Female,53,NID004124,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 66.0, ""nose_width"": 31.12}, ""fingerprint_hash"": ""fp_398487""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03126,Chris,Garcia,Female,37,NID004125,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.78, ""nose_width"": 36.7}, ""fingerprint_hash"": ""fp_353176""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03127,John,Lee,Male,43,NID004126,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.53, ""nose_width"": 40.27}, ""fingerprint_hash"": ""fp_746497""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03128,Pat,Brown,Male,43,NID004127,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 56.37, ""nose_width"": 43.51}, ""fingerprint_hash"": ""fp_846770""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03129,John,Brown,Male,39,NID004128,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 68.75, ""nose_width"": 42.68}, ""fingerprint_hash"": ""fp_951243""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03130,Chris,Garcia,Female,26,NID004129,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 61.41, ""nose_width"": 40.64}, ""fingerprint_hash"": ""fp_861950""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03131,Alex,Lee,Male,22,NID004130,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 61.69, ""nose_width"": 37.38}, ""fingerprint_hash"": ""fp_243284""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03132,John,Doe,Female,34,NID004131,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 62.08, ""nose_width"": 33.99}, ""fingerprint_hash"": ""fp_354856""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03133,John,Garcia,Male,51,NID004132,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 59.32, ""nose_width"": 36.76}, ""fingerprint_hash"": ""fp_869352""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03134,Pat,Brown,Female,19,NID004133,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 60.96, ""nose_width"": 35.15}, ""fingerprint_hash"": ""fp_231519""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03135,Pat,Lee,Female,24,NID004134,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 64.35, ""nose_width"": 35.01}, ""fingerprint_hash"": ""fp_762395""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03136,John,Smith,Male,53,NID004135,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 66.27, ""nose_width"": 35.48}, ""fingerprint_hash"": ""fp_284380""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03137,John,Lee,Male,30,NID004136,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 69.94, ""nose_width"": 31.08}, ""fingerprint_hash"": ""fp_206789""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03138,Pat,Lee,Male,37,NID004137,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 55.4, ""nose_width"": 34.68}, ""fingerprint_hash"": ""fp_361930""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03139,Chris,Brown,Male,47,NID004138,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 57.14, ""nose_width"": 31.85}, ""fingerprint_hash"": ""fp_536680""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03140,Jane,Brown,Female,47,NID004139,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.45, ""nose_width"": 37.3}, ""fingerprint_hash"": ""fp_870661""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03141,Jane,Doe,Male,28,NID004140,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 55.27, ""nose_width"": 36.56}, ""fingerprint_hash"": ""fp_543523""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03142,John,Doe,Female,48,NID004141,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 55.29, ""nose_width"": 42.32}, ""fingerprint_hash"": ""fp_744774""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03143,Pat,Garcia,Male,20,NID004142,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 69.78, ""nose_width"": 38.01}, ""fingerprint_hash"": ""fp_538771""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03144,Alex,Smith,Male,19,NID004143,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 56.82, ""nose_width"": 34.61}, ""fingerprint_hash"": ""fp_930195""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03145,Alex,Doe,Male,20,NID004144,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 68.07, ""nose_width"": 40.66}, ""fingerprint_hash"": ""fp_430462""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03146,Jane,Brown,Male,32,NID004145,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 57.53, ""nose_width"": 30.54}, ""fingerprint_hash"": ""fp_725302""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03147,Chris,Lee,Male,34,NID004146,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 59.89, ""nose_width"": 43.16}, ""fingerprint_hash"": ""fp_396561""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03148,Jane,Garcia,Female,24,NID004147,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.7, ""nose_width"": 44.96}, ""fingerprint_hash"": ""fp_638219""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03149,John,Doe,Male,22,NID004148,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 58.39, ""nose_width"": 42.95}, ""fingerprint_hash"": ""fp_535366""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03150,Chris,Lee,Female,51,NID004149,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 67.7, ""nose_width"": 40.22}, ""fingerprint_hash"": ""fp_813550""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03151,Alex,Lee,Male,50,NID004150,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 62.25, ""nose_width"": 33.86}, ""fingerprint_hash"": ""fp_602678""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03152,Pat,Doe,Female,33,NID004151,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 62.2, ""nose_width"": 32.33}, ""fingerprint_hash"": ""fp_539494""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03153,Pat,Smith,Male,54,NID004152,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 64.34, ""nose_width"": 36.99}, ""fingerprint_hash"": ""fp_147969""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03154,John,Smith,Male,20,NID004153,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 56.02, ""nose_width"": 44.94}, ""fingerprint_hash"": ""fp_188788""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03155,Jane,Garcia,Male,38,NID004154,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 58.46, ""nose_width"": 44.89}, ""fingerprint_hash"": ""fp_709814""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03156,John,Smith,Female,58,NID004155,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 65.28, ""nose_width"": 32.06}, ""fingerprint_hash"": ""fp_383046""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03157,Pat,Garcia,Female,25,NID004156,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 59.69, ""nose_width"": 35.82}, ""fingerprint_hash"": ""fp_921016""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03158,Alex,Brown,Male,39,NID004157,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 68.45, ""nose_width"": 30.53}, ""fingerprint_hash"": ""fp_506471""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03159,Pat,Doe,Male,22,NID004158,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 66.89, ""nose_width"": 32.73}, ""fingerprint_hash"": ""fp_352980""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03160,Chris,Lee,Male,34,NID004159,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 58.12, ""nose_width"": 41.46}, ""fingerprint_hash"": ""fp_383924""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03161,Pat,Garcia,Female,54,NID004160,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 66.22, ""nose_width"": 31.22}, ""fingerprint_hash"": ""fp_716417""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03162,Pat,Smith,Male,31,NID004161,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 63.24, ""nose_width"": 44.27}, ""fingerprint_hash"": ""fp_992210""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03163,Chris,Garcia,Female,56,NID004162,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 69.11, ""nose_width"": 34.77}, ""fingerprint_hash"": ""fp_442826""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03164,Jane,Garcia,Male,58,NID004163,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 67.94, ""nose_width"": 38.96}, ""fingerprint_hash"": ""fp_567500""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03165,Pat,Smith,Female,45,NID004164,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 61.33, ""nose_width"": 31.88}, ""fingerprint_hash"": ""fp_861236""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03166,John,Smith,Female,48,NID004165,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 55.23, ""nose_width"": 39.28}, ""fingerprint_hash"": ""fp_523970""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03167,Pat,Doe,Female,34,NID004166,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 57.62, ""nose_width"": 31.93}, ""fingerprint_hash"": ""fp_447060""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03168,John,Lee,Male,52,NID004167,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 61.85, ""nose_width"": 35.32}, ""fingerprint_hash"": ""fp_811756""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03169,Chris,Doe,Female,57,NID004168,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 61.78, ""nose_width"": 32.48}, ""fingerprint_hash"": ""fp_262671""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03170,Pat,Doe,Male,39,NID004169,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 58.7, ""nose_width"": 35.72}, ""fingerprint_hash"": ""fp_285141""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03171,Chris,Smith,Female,46,NID004170,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 69.37, ""nose_width"": 36.52}, ""fingerprint_hash"": ""fp_641097""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03172,Chris,Smith,Male,27,NID004171,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 61.51, ""nose_width"": 44.99}, ""fingerprint_hash"": ""fp_835177""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03173,Jane,Lee,Female,35,NID004172,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 55.65, ""nose_width"": 35.59}, ""fingerprint_hash"": ""fp_655741""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03174,Pat,Garcia,Female,52,NID004173,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 57.89, ""nose_width"": 43.61}, ""fingerprint_hash"": ""fp_406079""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03175,John,Doe,Male,33,NID004174,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 64.3, ""nose_width"": 32.99}, ""fingerprint_hash"": ""fp_642132""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03176,John,Lee,Male,24,NID004175,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 59.88, ""nose_width"": 36.63}, ""fingerprint_hash"": ""fp_867622""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03177,Pat,Doe,Female,47,NID004176,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 56.24, ""nose_width"": 31.99}, ""fingerprint_hash"": ""fp_796511""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03178,Jane,Garcia,Female,36,NID004177,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 57.04, ""nose_width"": 38.38}, ""fingerprint_hash"": ""fp_520085""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03179,Jane,Doe,Male,40,NID004178,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 69.22, ""nose_width"": 43.39}, ""fingerprint_hash"": ""fp_883728""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03180,Jane,Brown,Female,25,NID004179,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 66.71, ""nose_width"": 37.29}, ""fingerprint_hash"": ""fp_910212""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03181,John,Lee,Female,34,NID004180,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 63.44, ""nose_width"": 32.18}, ""fingerprint_hash"": ""fp_520789""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03182,Chris,Smith,Male,38,NID004181,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 58.62, ""nose_width"": 34.98}, ""fingerprint_hash"": ""fp_510410""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03183,Jane,Doe,Male,43,NID004182,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.89, ""nose_width"": 32.45}, ""fingerprint_hash"": ""fp_787352""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03184,John,Lee,Male,45,NID004183,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 61.61, ""nose_width"": 42.13}, ""fingerprint_hash"": ""fp_354109""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03185,John,Lee,Female,56,NID004184,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 55.33, ""nose_width"": 41.2}, ""fingerprint_hash"": ""fp_662378""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03186,Chris,Doe,Female,50,NID004185,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 56.46, ""nose_width"": 33.4}, ""fingerprint_hash"": ""fp_666338""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03187,Pat,Smith,Female,57,NID004186,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 60.19, ""nose_width"": 30.28}, ""fingerprint_hash"": ""fp_625384""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03188,Pat,Smith,Male,36,NID004187,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 56.83, ""nose_width"": 30.52}, ""fingerprint_hash"": ""fp_444956""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03189,Jane,Doe,Female,46,NID004188,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 64.19, ""nose_width"": 30.4}, ""fingerprint_hash"": ""fp_556590""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03190,Jane,Lee,Male,37,NID004189,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 58.09, ""nose_width"": 35.97}, ""fingerprint_hash"": ""fp_977676""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03191,Chris,Smith,Male,37,NID004190,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 61.1, ""nose_width"": 37.97}, ""fingerprint_hash"": ""fp_235959""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03192,Jane,Doe,Female,27,NID004191,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 57.82, ""nose_width"": 32.77}, ""fingerprint_hash"": ""fp_877994""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03193,Chris,Doe,Male,29,NID004192,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 66.37, ""nose_width"": 41.83}, ""fingerprint_hash"": ""fp_399133""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03194,John,Doe,Female,50,NID004193,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 67.85, ""nose_width"": 41.96}, ""fingerprint_hash"": ""fp_953914""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03195,Jane,Lee,Male,42,NID004194,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 67.56, ""nose_width"": 31.51}, ""fingerprint_hash"": ""fp_645404""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03196,John,Smith,Male,42,NID004195,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 58.68, ""nose_width"": 44.12}, ""fingerprint_hash"": ""fp_592540""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03197,Alex,Lee,Male,21,NID004196,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 56.66, ""nose_width"": 34.76}, ""fingerprint_hash"": ""fp_174972""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03198,Chris,Brown,Female,21,NID004197,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 67.73, ""nose_width"": 30.85}, ""fingerprint_hash"": ""fp_574428""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03199,Alex,Smith,Male,26,NID004198,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 67.45, ""nose_width"": 34.37}, ""fingerprint_hash"": ""fp_542297""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03200,Jane,Lee,Female,32,NID004199,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.26, ""nose_width"": 43.58}, ""fingerprint_hash"": ""fp_364159""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03201,John,Smith,Male,43,NID004200,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 69.27, ""nose_width"": 37.11}, ""fingerprint_hash"": ""fp_510943""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03202,Jane,Brown,Male,32,NID004201,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 69.28, ""nose_width"": 36.23}, ""fingerprint_hash"": ""fp_355584""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03203,Alex,Garcia,Male,43,NID004202,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 63.23, ""nose_width"": 42.53}, ""fingerprint_hash"": ""fp_336359""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03204,Jane,Doe,Female,45,NID004203,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 63.01, ""nose_width"": 39.45}, ""fingerprint_hash"": ""fp_209229""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03205,Pat,Lee,Female,24,NID004204,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.12, ""nose_width"": 36.96}, ""fingerprint_hash"": ""fp_628496""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03206,Alex,Brown,Female,49,NID004205,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 62.06, ""nose_width"": 44.27}, ""fingerprint_hash"": ""fp_708859""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03207,Jane,Brown,Female,29,NID004206,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 62.21, ""nose_width"": 36.7}, ""fingerprint_hash"": ""fp_783602""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03208,John,Smith,Female,52,NID004207,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 66.15, ""nose_width"": 41.45}, ""fingerprint_hash"": ""fp_754211""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03209,Jane,Smith,Male,49,NID004208,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 63.37, ""nose_width"": 34.89}, ""fingerprint_hash"": ""fp_340392""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03210,John,Doe,Male,26,NID004209,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 61.78, ""nose_width"": 32.55}, ""fingerprint_hash"": ""fp_988360""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03211,Pat,Smith,Female,31,NID004210,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 61.43, ""nose_width"": 31.91}, ""fingerprint_hash"": ""fp_483987""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03212,Jane,Lee,Female,30,NID004211,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 69.65, ""nose_width"": 39.53}, ""fingerprint_hash"": ""fp_278633""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03213,Pat,Lee,Female,50,NID004212,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 63.71, ""nose_width"": 32.55}, ""fingerprint_hash"": ""fp_506501""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
